0.0	152.749632352
0.1	51.1143134535
0.2	130.165491622
0.3	100.146805316
0.4	71.1445955846
0.5	28.2835840463
0.6	67.4081732356
0.7	44.4288129767
0.8	10.8354801122
0.9	0.451241770958
0.0	31.8964182995
0.1	47.4005706782
0.0	0.417631802174
0.0	0.116449356289
0.1	0.139446135737
0.2	0.147373398121
0.3	0.22577689178
0.0	0.177337043417
0.1	0.641432818684
0.2	0.544043037261
0.3	0.261722330044
0.4	0.492943309879
0.5	0.0464058091763
0.6	0.0324928946318
0.7	0.827034578346
0.0	0.68277803718
0.1	0.517169079221
0.2	0.0315984663094
0.3	0.0862455342744
0.0	0.453765828708
0.1	0.257763346566
0.2	0.188378089037
0.3	0.720471189573
0.4	0.332427536287
0.5	0.354899554505
0.6	0.0104752775368
0.7	0.10460421151
0.8	0.00509940504496
0.9	0.0197097622456
0.0	0.310285590283
0.1	0.0309592162738
0.2	0.339365241216
0.3	0.100842101898
0.4	0.0541425586384
0.5	0.0107533937563
0.6	0.115084984955
0.7	0.135131496064
0.8	0.166331568073
0.9	0.0200577172715
0.0	0.654939579022
